문장ID,원본용어번호,업무카테고리,관련카테고리,금융용어,용어성격,화자,발화유형,한국어 금융문장,생성구분,자연스러움,용어정확성,유사성,동일골격횟수,동일용어내최대유사도,최종판정,검수사유,자동수정안,재검수판정,재검수사유,최종사용문장
KO-FIN-00724,181,대출,,금융자산,일반개념,은행,안내,금융자산은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.,용어기반,양호,정확,높음,35,0.429,수정 권장,유사 문장구조 반복(35회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,금융자산은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.
KO-FIN-00727,182,주식,,금융장세,일반개념,고객,상담,금융장세과 관련해 투자 전에 확인해야 할 사항이 있나요?,용어기반,미흡,정확(문법 수정),매우 높음,183,0.493,수정 권장,조사 오류: '금융장세과' → '금융장세와'; 동일 문장구조가 183회 반복,금융장세와 관련해 투자 전에 확인해야 할 사항이 있나요?,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,금융장세와 관련해 투자 전에 확인해야 할 사항이 있나요?
KO-FIN-00730,183,금융기관·은행,,금융지주회사,기관·조직,고객,질문,금융지주회사에서 이용할 수 있는 금융업무는 무엇인가요?,용어기반,양호,정확,높음,40,0.449,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,금융지주회사에서 이용할 수 있는 금융업무는 무엇인가요?
KO-FIN-00734,184,금융기관·은행,,금융채,일반개념,고객,질문,금융채에서 이용할 수 있는 금융업무는 무엇인가요?,용어기반,양호,정확,높음,40,0.387,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,금융채에서 이용할 수 있는 금융업무는 무엇인가요?
KO-FIN-00738,185,금융기관·은행,,금융통화운영위원회,기관·조직,고객,질문,금융통화운영위원회에서 이용할 수 있는 금융업무는 무엇인가요?,용어기반,양호,정확,높음,40,0.509,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,금융통화운영위원회에서 이용할 수 있는 금융업무는 무엇인가요?
KO-FIN-00743,186,펀드·신탁,,금전신탁,상품·증권,고객,상담,금전신탁에 가입하기 전에 어떤 점을 확인해야 하나요?,용어기반,양호,정확,높음,52,0.458,수정 권장,유사 문장구조 반복(52회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,금전신탁에 가입하기 전에 어떤 점을 확인해야 하나요?
KO-FIN-00746,187,채권,,기간구조,일반개념,고객,확인,기간구조의 조건과 수익 구조를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,115,0.407,수정 권장,동일 문장구조가 115회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,기간구조의 조건과 수익 구조를 확인하고 싶습니다.
KO-FIN-00749,188,금융시장·거래,,기간물 repo,일반개념,고객,질문,기간물 repo이 무엇을 의미하나요?,용어기반,보통,정확,매우 높음,303,0.667,유지(대표 1개만),동일 문장구조가 303회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,기간물 repo이 무엇을 의미하나요?
KO-FIN-00754,189,증권·예탁,지급결제·청산 / 금융시장·거래,기관결제제도,법규·제도,고객,확인,기관결제제도 처리 절차를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,241,0.667,수정 권장,동일 문장구조가 241회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,기관결제제도 처리 절차를 확인하고 싶습니다.
KO-FIN-00757,190,지급결제·청산,자산운용·투자 / 증권·예탁 / 금융시장·거래,기관투자가 결제제도,법규·제도,고객,질문,기관투자가 결제제도이 무엇인지 설명해 주세요.,용어기반,미흡,정확(문법 수정),매우 높음,705,0.61,수정 권장,조사 오류: '기관투자가 결제제도이' → '기관투자가 결제제도가'; 동일 문장구조가 705회 반복,기관투자가 결제제도가 무엇인지 설명해 주세요.,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,기관투자가 결제제도가 무엇인지 설명해 주세요.
KO-FIN-00763,191,자산운용·투자,증권·예탁 / 금융기관·은행 / 금융시장·거래,기관투자가,일반개념,고객,확인,기관투자가과 관련된 투자 정보를 확인하고 싶습니다.,용어기반,미흡,정확(문법 수정),높음,55,0.515,수정 권장,조사 오류: '기관투자가과' → '기관투자가와'; 유사 문장구조 반복(55회) 또는 동일 용어 내 유사도 높음,기관투자가와 관련된 투자 정보를 확인하고 싶습니다.,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 과도한 유사성 낮음,기관투자가와 관련된 투자 정보를 확인하고 싶습니다.
KO-FIN-00765,192,주식,,기관화현상,일반개념,고객,질문,기관화현상이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.4,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,기관화현상이 무엇인지 설명해 주세요.
KO-FIN-00769,193,주식,,기대수익률,지표·개념,고객,질문,기대수익률이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.4,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,기대수익률이 무엇인지 설명해 주세요.
KO-FIN-00776,194,대출,자산운용·투자,기대이론,상품·증권,은행,안내,기대이론은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.,용어기반,양호,정확,높음,35,0.429,수정 권장,유사 문장구조 반복(35회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,기대이론은 심사 결과에 따라 이용 가능 여부가 달라질 수 있습니다.
KO-FIN-00778,195,증권·예탁,주식 / 법률·계약,기말계속예탁제도,법규·제도,고객,확인,기말계속예탁제도 처리 절차를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,241,0.69,수정 권장,동일 문장구조가 241회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,기말계속예탁제도 처리 절차를 확인하고 싶습니다.
KO-FIN-00781,196,법률·계약,,기명날인,사람·역할,고객,질문,기명날인이 금융거래에서 무엇을 의미하나요?,용어기반,양호,정확,높음,36,0.458,유지(대표 1개만),유사 문장구조 반복(36회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,기명날인이 금융거래에서 무엇을 의미하나요?
KO-FIN-00786,197,채권,,기명사채,상품·증권,고객,확인,기명사채의 조건과 수익 구조를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,115,0.407,수정 권장,동일 문장구조가 115회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,기명사채의 조건과 수익 구조를 확인하고 싶습니다.
KO-FIN-00789,198,주식,증권·예탁,기명주식,상품·증권,고객,질문,기명주식이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.372,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,기명주식이 무엇인지 설명해 주세요.
KO-FIN-00794,199,금융공학·분석,,기본적분석,일반개념,고객,질문,기본적분석은 금융상품을 분석할 때 어떻게 사용되나요?,용어기반,양호,정확,낮음,15,0.426,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,기본적분석은 금융상품을 분석할 때 어떻게 사용되나요?
KO-FIN-00796,199,금융공학·분석,,기본적분석,일반개념,금융기관,안내,기본적분석의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.,용어기반,양호,정확,낮음,15,0.312,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,기본적분석의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.
KO-FIN-00798,200,금융시장·거래,,기세,일반개념,고객,확인,기세과 관련된 시장 정보를 확인하고 싶습니다.,용어기반,미흡,정확(문법 수정),매우 높음,236,0.31,수정 권장,조사 오류: '기세과' → '기세와'; 동일 문장구조가 236회 반복,기세와 관련된 시장 정보를 확인하고 싶습니다.,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,기세와 관련된 시장 정보를 확인하고 싶습니다.
KO-FIN-00802,201,금융공학·분석,,기술적분석,일반개념,고객,질문,기술적분석은 금융상품을 분석할 때 어떻게 사용되나요?,용어기반,양호,정확,낮음,15,0.426,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,기술적분석은 금융상품을 분석할 때 어떻게 사용되나요?
KO-FIN-00804,201,금융공학·분석,,기술적분석,일반개념,금융기관,안내,기술적분석의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.,용어기반,양호,정확,낮음,15,0.312,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,기술적분석의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.
KO-FIN-00806,202,금융기관·은행,,기어링 레이쇼,일반개념,고객,질문,기어링 레이쇼에서 이용할 수 있는 금융업무는 무엇인가요?,용어기반,양호,정확,높음,40,0.471,수정 권장,유사 문장구조 반복(40회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,기어링 레이쇼에서 이용할 수 있는 금융업무는 무엇인가요?
KO-FIN-00812,203,기업금융·자본조달,주식 / 자산운용·투자 / 금융시장·거래,기업공개,일반개념,금융기관,안내,기업공개의 세부 조건과 절차는 거래 유형에 따라 달라질 수 있습니다.,용어기반,양호,정확,높음,25,0.485,수정 권장,유사 문장구조 반복(25회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,기업공개의 세부 조건과 절차는 거래 유형에 따라 달라질 수 있습니다.
KO-FIN-00814,204,회계·재무,금융법규·감독,기업회계기준,일반개념,고객,확인,기업회계기준을 통해 어떤 정보를 확인할 수 있나요?,용어기반,양호,정확,낮음,16,0.643,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,기업회계기준을 통해 어떤 정보를 확인할 수 있나요?
